from_stop,to_stop,cost_km
4383,6230,0.8516
4383,7076,0.62
4383,7216,0.9253
4383,7446,0.7795
4383,9009,0.9665
4384,0,42.0776
4384,264,0.3598
4384,427,0.8204
4384,2113,1.187
4384,2394,0.8128
4384,3203,1.3071
4384,3340,0.7629
4384,4108,1.0785
4384,4261,0.3559
4384,4384,0.0
4384,4648,0.5183
4384,4859,0.9504
4385,0,28.5146
4385,93,0.6261
4385,425,0.5981
4385,1330,0.2187
4385,2440,0.3447
4385,4110,0.5634
4385,4385,0.0
4385,4937,0.7509
4385,5391,0.9569
4385,8417,0.9079
4385,9293,0.6314
4385,9857,0.3784
4386,0,46.0955
4386,50,0.7013
4386,366,0.2424
4386,1079,0.7048
4386,1756,0.239
4386,3076,0.8818
4386,4203,0.2843
4386,4386,0.0
4386,4807,0.8052
4386,6292,0.5457
4386,8052,0.4836
4386,9164,0.6873
4387,0,26.4871
4387,514,0.2542
4387,3743,0.6704
4387,3958,0.1539
4387,4387,0.0
4387,4393,0.8261
4387,5027,0.5882
4387,5091,0.4137
4387,5983,0.284
4387,6979,0.9039
4387,8178,1.0112
4387,9212,1.0505
4388,0,18.4543
4388,370,0.1929
4388,634,0.6214
4388,995,0.564
4388,2626,0.7086
4388,4169,0.7615
4388,4388,0.0
4388,5396,0.3747
4388,5718,0.4112
4388,8747,0.4016
4388,9413,0.8337
4388,9613,0.5025
4389,0,22.3867
4389,1780,0.5834
4389,3539,1.2342
4389,3808,0.8097
4389,4389,0.0
4389,5173,0.6457
4389,5413,0.539
4389,5585,1.124
4389,6410,1.0501
4389,6779,0.9168
4389,7880,0.9783
4389,9899,0.7116
4390,0,23.9426
4390,15,0.3324
4390,1295,1.0032
4390,2289,0.7396
4390,2960,0.7219
4390,3354,0.6804
4390,4390,0.0
4390,5270,0.6653
4390,5716,0.6544
4390,5971,1.0596
4390,6001,0.9746
4390,6540,1.0116
4391,0,27.9099
4391,301,0.9792
4391,425,0.6696
4391,651,0.4629
4391,1330,0.9405
4391,2440,0.8311
4391,3891,0.7509
4391,4391,0.0
4391,5345,0.2491
4391,8644,0.3608
4391,8656,0.4131
4391,9647,0.7018
4392,0,24.0932
4392,114,0.8957
4392,355,0.8643
4392,1461,0.5129
4392,2540,0.9925
4392,2579,0.7729
4392,2670,0.8698
4392,2716,0.8425
4392,4392,0.0
4392,5780,0.7812
4392,8060,0.9642
4392,8868,0.4015
4393,0,26.2126
4393,1233,0.9788
4393,2732,0.8276
4393,2857,0.5642
4393,3388,0.49
4393,4387,0.8261
4393,4393,0.0
4393,4792,0.9791
4393,5091,0.6816
4393,5668,0.969
4393,5983,0.7278
4393,8882,0.763
4394,0,38.8071
4394,917,0.5208
4394,2862,0.9373
4394,4394,0.0
4394,4608,0.8804
4394,5183,0.8901
4394,6315,0.8436
4394,6736,0.2502
4394,7680,0.5848
4394,8616,0.9802
4394,9110,0.2583
4394,9424,0.607
4395,0,32.3379
4395,2253,0.9772
4395,3276,0.7156
4395,3904,0.6231
4395,4395,0.0
4395,4663,1.0258
4395,4727,0.3702
4395,5873,0.9345
4395,6874,0.9708
4395,6966,0.4067
4395,8383,0.8127
4395,9742,0.8482
4396,0,31.2405
4396,22,1.0147
4396,487,1.1941
4396,1910,0.6
4396,2725,0.4215
4396,4396,0.0
4396,6187,0.9577
4396,7430,0.7152
4396,8175,0.8512
4396,8720,1.1106
4396,9023,0.7374
4396,9276,0.5167
4397,0,27.5139
4397,2246,0.908
4397,3057,0.0503
4397,4397,0.0
4397,5073,0.5839
4397,5930,0.4303
4397,6249,0.9967
4397,6650,0.7755
4397,6831,0.8023
4397,8096,0.4466
4397,8182,0.6522
4397,9891,1.0298
4398,0,26.1266
4398,3768,0.8939
4398,3937,0.8527
4398,4170,0.4697
4398,4369,1.0326
4398,4398,0.0
4398,7381,1.0701
4398,7575,0.797
4398,8209,1.0816
4398,8560,0.3822
4398,9404,0.2969
4398,9728,1.1318
4399,0,24.3737
4399,946,0.745
4399,1993,0.9737
4399,3542,1.3333
4399,4210,1.4321
4399,4399,0.0
4399,4400,0.8128
4399,4463,0.8648
4399,5723,1.4404
4399,6224,1.4538
4399,6933,0.6749
4399,8928,1.3261
4400,0,25.1113
4400,21,1.2076
4400,938,0.7814
4400,1993,0.8056
4400,4399,0.8128
4400,4400,0.0
4400,4463,0.8037
4400,4735,1.1324
4400,6224,1.2403
4400,6933,0.3816
4400,8928,0.5305
4400,9350,0.8421
4401,0,10.1045
4401,550,0.3278
4401,1642,0.3287
4401,1877,0.7027
4401,2071,0.8218
4401,2593,0.2498
4401,3220,0.2914
4401,4401,0.0
4401,6368,0.9976
4401,6478,0.7094
4401,7202,0.6288
4401,8762,0.3133
4402,0,19.3142
4402,1845,0.3439
4402,2025,0.9659
4402,4402,0.0
4402,4532,0.1852
4402,5330,0.9152
4402,5427,0.4322
4402,6064,0.7371
4402,6069,0.4672
4402,8186,0.355
4402,9066,0.5401
4402,9611,0.8539
4403,0,23.1635
4403,1603,0.9421
4403,2347,0.2562
4403,3537,0.6304
4403,3575,1.0054
4403,4288,1.0543
4403,4403,0.0
4403,5731,0.3832
4403,6323,0.8886
4403,7404,0.8821
4403,7703,0.8341
4403,8654,0.8964
4404,0,41.9333
4404,2927,0.6406
4404,3573,0.156
4404,4404,0.0
4404,5201,0.6127
4404,6745,0.4434
4404,6758,0.8632
4404,6766,0.9696
4404,7455,0.6372
4404,8386,0.9736
4404,9757,0.4677
4404,9777,0.7192
4405,0,28.1875
4405,500,1.0305
4405,986,0.5572
4405,2631,1.3039
4405,3356,0.869
4405,4405,0.0
4405,5749,0.5179
4405,5995,1.1917
4405,6312,0.9896
4405,7323,1.2384
4405,8717,0.8488
4405,9241,0.9785
4406,0,42.5622
4406,134,0.4092
4406,140,1.0183
4406,1623,0.7782
4406,2786,0.8119
4406,2803,1.0104
4406,3026,0.3035
4406,4406,0.0
4406,5898,0.2213
4406,6288,1.2038
4406,7220,0.5757
4406,8144,0.7036
4407,0,20.42
4407,1637,0.8978
4407,3645,0.7964
4407,3896,0.9254
4407,4407,0.0
4407,4634,0.6605
4407,4643,0.7808
4407,5271,0.9318
4407,6631,0.4585
4407,6674,0.73
4407,7731,0.7701
4407,9546,0.2387
4408,0,24.0858
4408,227,1.1398
4408,2489,0.8645
4408,2929,0.7969
4408,3901,0.4668
4408,4408,0.0
4408,5035,0.1737
4408,6229,1.0664
4408,6866,0.8144
4408,7838,0.999
4408,8203,0.807
4408,8723,0.4271
4409,0,12.5408
4409,927,1.3084
4409,1113,1.2073
4409,3847,1.1398
4409,4284,0.6674
4409,4347,0.7939
4409,4409,0.0
4409,5448,0.6628
4409,7006,1.4133
4409,8059,0.3416
4409,8532,1.0065
4409,9389,0.7469
4410,0,22.2805
4410,1441,1.2623
4410,3127,0.6435
4410,4113,1.1207
4410,4410,0.0
4410,5571,1.1752
4410,5610,0.5022
4410,5827,0.5308
4410,6524,0.6738
4410,7652,0.7788
4410,8476,0.8584
4410,9677,1.1047
4411,0,34.2803
4411,356,1.6729
4411,2224,1.0034
4411,2360,1.4831
4411,2604,1.1947
4411,3689,1.0444
4411,4411,0.0
4411,5646,1.5855
4411,7085,1.4414
4411,7965,1.795
4411,8265,0.9341
4411,9396,0.8493
4412,0,23.7342
4412,45,0.7213
4412,894,0.1831
4412,3147,0.2653
4412,3373,0.7435
4412,3868,0.9198
4412,4412,0.0
4412,6708,0.6497
4412,7132,0.3205
4412,7561,0.5742
4412,7695,0.7525
4412,8543,0.8087
4413,0,19.6617
4413,1611,0.9952
4413,2399,0.4546
4413,2850,0.9883
4413,3110,0.2922
4413,4333,0.887
4413,4413,0.0
4413,4513,1.1337
4413,4579,0.3789
4413,7042,0.5982
4413,7876,1.0658
4413,8456,0.0755
4414,0,13.547
4414,677,0.8651
4414,904,0.7488
4414,1636,0.7663
4414,1677,0.563
4414,2015,0.626
4414,4007,0.9394
4414,4414,0.0
4414,4536,1.0516
4414,4969,1.2279
4414,5231,0.6786
4414,8201,0.5764
4415,0,16.12
4415,2876,0.5963
4415,4042,1.4674
4415,4205,1.095
4415,4415,0.0
4415,5072,0.8305
4415,5123,1.0775
4415,5465,1.2267
4415,6485,1.0796
4415,6502,1.3575
4415,7322,0.9589
4415,9463,0.9812
4416,0,20.2536
4416,97,1.0949
4416,924,1.1056
4416,3748,0.8983
4416,4101,0.7331
4416,4416,0.0
4416,4458,0.3459
4416,6457,1.2573
4416,7380,1.2597
4416,8633,1.193
4416,9362,0.3259
4416,9694,1.1613
4417,0,27.1461
4417,1202,0.8144
4417,1233,0.6105
4417,2528,1.0448
4417,2761,1.0785
4417,2857,1.0163
4417,3066,0.8496
4417,3388,1.0544
4417,4417,0.0
4417,8437,0.7983
4417,8882,0.8421
4417,9789,0.5906
4418,0,33.2719
4418,714,0.9187
4418,822,0.823
4418,1613,0.7371
4418,4418,0.0
4418,5190,0.5919
4418,5279,0.5948
4418,6397,0.4694
4418,7774,0.1672
4418,9704,0.8618
4418,9750,0.7271
4418,9858,0.8364
4419,0,16.435
4419,600,0.5792
4419,2859,1.1329
4419,2879,0.7499
4419,3212,0.4439
4419,3728,1.0802
4419,4419,0.0
4419,4658,1.3712
4419,6762,1.4211
4419,7975,1.5584
4419,8381,1.2323
4419,9487,1.2021
4420,0,37.0837
4420,222,0.8398
4420,546,1.0157
4420,650,1.1112
4420,1286,0.7357
4420,3042,1.0023
4420,4420,0.0
4420,7089,0.9922
4420,7804,1.1812
4420,8035,0.0561
4420,8391,0.6638
4420,8820,0.9834
4421,0,39.905
4421,2555,0.4207
4421,2765,0.4163
4421,4421,0.0
4421,4640,0.8064
4421,5459,0.5513
4421,6051,0.8254
4421,6884,0.9043
4421,7487,0.7455
4421,8834,0.8947
4421,9814,0.1537
4421,9972,0.6463
4422,0,22.3713
4422,260,1.1717
4422,1578,0.6769
4422,1843,0.9089
4422,2941,0.1675
4422,4285,1.0049
4422,4422,0.0
4422,6456,1.0837
4422,7373,0.6297
4422,7514,0.6855
4422,8922,1.2115
4422,9521,1.0466
4423,0,28.119
4423,1065,0.7557
4423,2045,0.4466
4423,3124,0.4081
4423,3672,0.5919
4423,4423,0.0
4423,4589,0.544
4423,4672,0.551
4423,5064,0.5663
4423,5771,0.53
4423,9078,0.4034
4423,9893,0.6536
4424,0,3.9669
4424,2169,1.2081
4424,2603,0.4618
4424,3532,1.0298
4424,4424,0.0
4424,5417,1.115
4424,5507,0.5032
4424,6127,1.0205
4424,6652,0.9034
4424,8425,0.8568
4424,8428,0.5477
4424,8501,0.5967
4425,0,22.0693
4425,736,0.38
4425,1488,0.5529
4425,1692,0.3991
4425,4294,0.6398
4425,4425,0.0
4425,6053,0.6635
4425,6201,0.6271
4425,6413,0.5527
4425,6961,0.4734
4425,7403,0.8281
4425,7889,0.4683
4426,0,20.7123
4426,762,0.7786
4426,1518,0.4577
4426,2470,0.6171
4426,4426,0.0
4426,5617,0.4805
4426,6196,0.47
4426,7614,0.723
4426,7857,0.5167
4426,8032,0.6818
4426,8129,0.9604
4426,8703,0.2777
4427,0,26.2386
4427,4210,0.8535
4427,4427,0.0
4427,5707,0.4923
4427,6224,0.667
4427,6249,0.7912
4427,6650,0.7674
4427,6727,0.6438
4427,6798,0.3115
4427,6831,0.8179
4427,8096,0.9645
4427,8549,0.566
4428,0,16.2176
4428,855,0.9636
4428,1000,0.8589
4428,1678,0.7875
4428,2633,0.9398
4428,3653,0.9296
4428,4428,0.0
4428,4649,0.679
4428,6523,0.5312
4428,7922,0.7901
4428,8510,0.4357
4428,9602,0.5405
4429,0,32.3742
4429,116,0.8918
4429,2240,0.8315
4429,2479,0.2204
4429,2721,0.9758
4429,3299,0.4909
4429,4001,0.5325
4429,4429,0.0
4429,4493,0.9133
4429,5533,0.3224
4429,6825,1.0388
4429,7116,0.5299
4430,0,40.0817
4430,2404,0.1604
4430,3095,0.3536
4430,3746,0.9507
4430,4430,0.0
4430,4464,0.5955
4430,6194,0.9647
4430,7428,0.9787
4430,7623,0.9366
4430,8555,0.1633
4430,9183,0.1834
4430,9207,0.8524
4431,0,31.3287
4431,4431,0.0
4431,5628,0.7525
4431,6132,0.7496
4431,6623,0.527
4431,7527,0.3743
4431,7720,0.5061
4431,7790,0.1436
4431,8565,0.9523
4431,8975,1.0236
4431,9963,0.3758
4431,9985,0.7602
4432,0,20.7396
4432,1770,1.2614
4432,1927,0.3925
4432,2146,1.1289
4432,3266,0.0592
4432,4432,0.0
4432,5066,0.4434
4432,6364,1.3304
4432,6909,1.079
4432,7053,0.8055
4432,9121,0.8086
4432,9976,0.6861
4433,0,45.4177
4433,1519,0.3815
4433,1955,0.9865
4433,1975,1.2221
4433,2022,0.982
4433,2351,0.6443
4433,3336,0.9561
4433,3352,1.0989
4433,3438,0.4233
4433,4433,0.0
4433,7144,0.9083
4433,7509,0.6303
4434,0,36.4825
4434,434,0.9951
4434,616,0.9458
4434,1038,0.5583
4434,3307,0.513
4434,4208,0.9601
4434,4434,0.0
4434,5197,0.7002
4434,6272,0.6645
4434,6297,0.9342
4434,6324,0.95
4434,6448,0.9372
4435,0,6.3665
4435,2208,0.781
4435,2665,1.0549
4435,2958,0.7572
4435,2998,0.9562
4435,4435,0.0
4435,5290,0.2926
4435,6346,0.585
4435,6388,0.4708
4435,8124,0.6858
4435,9364,0.8233
4435,9920,0.833
4436,0,19.3299
4436,330,0.5777
4436,783,0.7637
4436,1308,0.9309
4436,2309,0.3147
4436,3227,0.3459
4436,4436,0.0
4436,5377,0.527
4436,6808,1.1034
4436,6998,0.9374
4436,7018,0.793
4436,8307,0.9234
4437,0,27.4779
4437,421,0.5881
4437,2065,0.8061
4437,3650,0.9578
4437,4437,0.0
4437,4830,1.0847
4437,6511,0.1034
4437,7003,1.1192
4437,7986,0.6542
4437,8449,0.4868
4437,9425,0.8993
4437,9733,0.2841
4438,0,44.0983
4438,810,0.7906
4438,1464,1.0415
4438,1584,0.9248
4438,4438,0.0
4438,4699,0.9018
4438,5577,0.7232
4438,5743,0.6417
4438,6420,0.8615
4438,6911,1.1069
4438,7633,1.0512
4438,9345,0.484
4439,0,9.1223
4439,3436,0.8399
4439,4439,0.0
4439,4981,0.2389
4439,5077,0.297
4439,5159,1.0639
4439,5613,0.7431
4439,6677,0.8391
4439,6711,0.8792
4439,6816,0.5718
4439,7098,0.4433
4439,7716,1.1707
4440,0,33.4636
4440,489,1.0653
4440,1848,0.96
4440,2353,0.2602
4440,2860,0.8206
4440,3385,0.8398
4440,4440,0.0
4440,5176,0.7656
4440,6295,0.4939
4440,6649,1.037
4440,7454,0.3003
4440,9764,0.7228
4441,0,30.5592
4441,523,0.8818
4441,524,0.827
4441,1243,0.9481
4441,1447,0.7393
4441,1937,0.5948
4441,2922,0.9299
4441,4441,0.0
4441,5641,0.7883
4441,6756,0.4447
4441,7466,0.4249
4441,8988,0.8968
4442,0,16.1692
4442,189,1.2596
4442,1078,0.9016
4442,1951,0.8256
4442,2072,1.334
4442,4019,0.4113
4442,4442,0.0
4442,5441,0.8216
4442,7981,0.9273
4442,8441,1.2757
4442,8856,1.0879
4442,9406,0.5127
4443,0,25.5262
4443,1505,0.5243
4443,1557,0.9424
4443,2499,0.7421
4443,3043,0.5516
4443,4263,0.8111
4443,4443,0.0
4443,6229,0.7699
4443,6919,0.967
4443,8254,0.9011
4443,9124,0.4459
4443,9830,0.7135
4444,0,2.7245
4444,1486,0.9472
4444,3031,0.8569
4444,3086,0.3365
4444,4444,0.0
4444,4465,1.0212
4444,6060,0.8769
4444,6344,0.5739
4444,7474,0.8357
4444,8277,0.8641
4444,8554,0.7783
4444,9072,1.0002
4445,0,40.3027
4445,446,0.6133
4445,1715,1.1199
4445,1754,0.1635
4445,1889,0.9147
4445,2020,0.9892
4445,4445,0.0
4445,6012,0.4856
4445,6110,0.1675
4445,7511,1.1523
4445,8132,0.7452
4445,8503,0.4968
4446,0,31.7453
4446,1536,0.6804
4446,1897,0.4848
4446,2237,0.3766
4446,2990,0.8235
4446,3094,0.8723
4446,3931,0.0217
4446,4201,1.073
4446,4446,0.0
4446,7113,0.8259
4446,8200,0.7193
4446,9308,1.0828
4447,0,29.1428
4447,113,0.6482
4447,820,0.2852
4447,1755,0.6455
4447,2211,0.787
4447,3326,0.3159
4447,4447,0.0
4447,4524,0.7348
4447,6124,0.5974
4447,6513,0.345
4447,6626,0.6378
4447,8542,0.3562
4448,0,9.8755
4448,583,0.6455
4448,1948,0.4845
4448,2035,1.0224
4448,3716,0.8025
4448,4070,0.6621
4448,4448,0.0
4448,5103,0.913
4448,5945,0.5046
4448,6102,1.0053
4448,9311,1.0472
4448,9910,0.859
4449,0,40.1982
4449,1306,1.1266
4449,1989,0.5468
4449,2956,0.9396
4449,3578,0.9864
4449,4090,0.219
4449,4449,0.0
4449,6335,1.202
4449,6619,0.493
4449,7135,0.5664
4449,8373,1.021
4449,8793,1.1383
4450,0,28.7261
4450,913,0.7319
4450,954,0.6617
4450,1842,1.2939
4450,2898,0.3495
4450,4318,1.0892
4450,4450,0.0
4450,5614,0.8444
4450,6804,0.9126
4450,7919,0.6574
4450,8025,0.9294
4450,9147,0.8781
4451,0,17.7196
4451,1191,0.9258
4451,2096,0.4336
4451,2502,1.0167
4451,3685,1.0032
4451,4303,0.8595
4451,4451,0.0
4451,5102,1.0651
4451,5979,0.5977
4451,6230,0.9734
4451,6552,0.9146
4451,9199,0.5219
4452,0,31.0585
4452,1027,0.8275
4452,3397,0.9268
4452,3474,0.3856
4452,3759,0.4894
4452,4143,0.2321
4452,4304,0.3131
4452,4452,0.0
4452,6377,0.5766
4452,6516,0.9468
4452,7846,0.0979
4452,8891,0.5517
4453,0,43.8837
4453,3802,1.0174
4453,3822,0.1709
4453,3984,1.0799
4453,4324,0.9412
4453,4453,0.0
4453,6603,0.4806
4453,6805,0.3734
4453,6954,1.0866
4453,7249,0.6372
4453,7559,0.7515
4453,8669,0.5156
4454,0,32.817
4454,183,0.7551
4454,467,0.6725
4454,1122,0.2955
4454,1342,0.6064
4454,4454,0.0
4454,4617,0.7767
4454,8190,0.5243
4454,8220,0.4021
4454,8563,1.0323
4454,9921,1.002
4454,9938,0.936
4455,0,21.011
4455,1604,0.7343
4455,3993,0.8004
4455,4455,0.0
4455,5462,0.5814
4455,5814,0.7007
4455,6360,0.6766
4455,6849,0.8447
4455,7281,0.7425
4455,7953,0.246
4455,8088,0.5074
4455,8292,0.754
4456,0,23.3972
4456,1793,1.0377
4456,2530,1.0309
4456,3312,1.2104
4456,4080,0.4367
4456,4456,0.0
4456,4768,0.9848
4456,5252,0.3535
4456,5454,0.8008
4456,6957,1.0592
4456,7421,0.9172
4456,8865,0.5192
4457,0,21.3006
4457,556,0.663
4457,1720,0.406
4457,1749,0.192
4457,2110,0.1887
4457,3631,0.8728
4457,4457,0.0
4457,5149,0.5816
4457,7196,0.8591
4457,8185,0.6241
4457,9069,0.5868
4457,9152,0.4149
4458,0,20.5988
4458,713,1.2404
4458,924,0.8326
4458,3748,1.0607
4458,3915,1.422
4458,4101,0.7627
4458,4244,1.0495
4458,4416,0.3459
4458,4458,0.0
4458,4837,1.1184
4458,6457,0.9949
4458,9362,0.5951
4459,0,24.9284
4459,48,0.7272
4459,1143,1.1466
4459,4290,0.5654
4459,4459,0.0
4459,4534,0.4909
4459,4984,0.5316
4459,6078,0.5135
4459,7233,0.5825
4459,7255,0.7311
4459,7393,1.1036
4459,9881,1.1756
4460,0,33.202
4460,2123,1.0391
4460,2319,0.5556
4460,2570,0.1837
4460,3048,0.7662
4460,4460,0.0
4460,6645,0.6729
4460,6792,0.2845
4460,7423,0.948
4460,8023,0.8413
4460,8811,0.5212
4460,9140,0.1757
4461,0,24.2635
4461,933,0.4168
4461,1605,0.8501
4461,3660,0.6519
4461,4461,0.0
4461,5506,1.1152
4461,6050,0.9701
4461,6146,0.8228
4461,6265,1.3419
4461,6351,1.0012
4461,7393,1.2676
4461,7681,0.6848
4462,0,42.1237
4462,1681,1.442
4462,1718,1.0029
4462,2736,0.6682
4462,3444,1.3661
4462,4033,0.2753
4462,4462,0.0
4462,5561,1.3293
4462,5916,1.342
4462,8909,0.7627
4462,9851,1.5819
4462,9927,1.0579
4463,0,24.5033
4463,21,0.7069
4463,760,1.18
4463,866,1.3383
4463,946,1.011
4463,1993,0.1304
4463,3542,1.0489
4463,4399,0.8648
4463,4400,0.8037
4463,4463,0.0
4463,6933,0.4312
4463,8928,1.0121
4464,0,39.5115
4464,2404,0.7452
4464,3000,0.6446
4464,3095,0.7075
4464,3746,0.8954
4464,4430,0.5955
4464,4464,0.0
4464,4982,0.8572
4464,7428,0.8208
4464,8555,0.5571
4464,9183,0.7381
4464,9207,0.767
4465,0,2.3378
4465,963,0.8725
4465,1486,0.1663
4465,1670,1.0469
4465,3086,0.8224
4465,4444,1.0212
4465,4465,0.0
4465,7474,0.1898
4465,7762,0.584
4465,8544,0.3393
4465,8571,0.8128
4465,9778,0.9052
4466,0,16.4766
4466,1161,0.7644
4466,1291,0.3334
4466,3328,0.9309
4466,4378,0.9194
4466,4466,0.0
4466,6290,0.8027
4466,7093,0.7478
4466,7242,0.8845
4466,7945,0.6018
4466,8239,1.3211
4466,9834,1.0164
4467,0,32.9723
4467,670,0.9901
4467,3798,0.9321
4467,4280,0.7576
4467,4467,0.0
4467,5999,0.6265
4467,6128,0.5187
4467,6564,0.3102
4467,6988,0.8964
4467,9308,0.6896
4467,9357,0.5696
4467,9718,0.93
4468,0,40.1047
4468,256,0.8887
4468,1183,1.1527
4468,2427,0.6474
4468,3055,1.2885
4468,4468,0.0
4468,5443,0.7205
4468,6830,1.2335
4468,7310,1.1752
4468,8064,1.0928
4468,8479,0.6889
4468,9125,1.0251
4469,0,34.8327
4469,198,0.8961
4469,671,1.1452
4469,735,0.3175
4469,897,1.118
4469,948,0.5704
4469,1468,0.6064
4469,1881,0.4308
4469,3544,1.0253
4469,3749,0.3498
4469,4469,0.0
4469,8627,1.162
4470,0,45.639
4470,150,0.0847
4470,453,0.7672
4470,2012,0.1806
4470,4233,0.4235
4470,4470,0.0
4470,6405,1.2876
4470,6840,1.0825
4470,7954,0.9151
4470,8550,0.6402
4470,8874,1.1756
4470,9466,1.2707
4471,0,53.667
4471,581,0.7803
4471,1054,0.514
4471,1388,1.4613
4471,4059,0.4818
4471,4249,1.4868
4471,4471,0.0
4471,5240,0.8348
4471,6167,0.4535
4471,7543,0.1547
4471,8496,0.2795
4471,9833,1.2465
4472,0,19.4577
4472,598,1.0969
4472,4472,0.0
4472,4484,0.7507
4472,6374,0.1129
4472,6876,1.0651
4472,7866,1.0138
4472,8246,0.8412
4472,8727,0.5962
4472,8879,0.4243
4472,9787,0.8244
4472,9801,1.0
4473,0,27.2388
4473,607,0.7712
4473,994,0.5855
4473,4473,0.0
4473,4738,1.3448
4473,5128,0.8452
4473,5456,0.7849
4473,5627,1.1674
4473,6662,0.6941
4473,6873,1.1374
4473,7094,0.0966
4473,7537,0.7402
4474,0,19.6825
4474,970,0.3703
4474,1934,0.5027
4474,4051,1.3683
4474,4474,0.0
4474,4637,1.1251
4474,4678,1.0484
4474,5656,0.5358
4474,6584,0.899
4474,7552,0.5097
4474,7605,0.0917
4474,8001,1.3747
4475,0,11.1018
4475,147,1.2873
4475,743,1.2702
4475,4475,0.0
4475,7054,0.7459
4475,8016,0.7129
4475,8492,1.3369
4475,8663,0.9758
4475,8893,1.2107
4475,8993,0.5102
4475,9414,1.2194
4475,9775,1.2809
4476,0,30.2712
4476,1357,0.462
4476,1977,0.7617
4476,3893,1.125
4476,4476,0.0
4476,4704,0.219
4476,6715,0.7164
4476,8610,0.4519
4476,9126,0.822
4476,9497,0.6208
4476,9587,1.0083
4476,9919,1.2546
4477,0,33.4156
4477,443,0.8565
4477,714,0.5986
4477,1923,0.3703
4477,2281,0.957
4477,4477,0.0
4477,5223,0.8152
4477,6218,1.112
4477,7365,1.093
4477,7938,0.5071
4477,9704,0.8195
4477,9750,1.0049
4478,0,15.8878
4478,1570,0.9095
4478,3056,0.9531
4478,3371,0.8412
4478,4478,0.0
4478,4999,0.6598
4478,5644,0.7506
4478,5782,0.5401
4478,8816,0.5074
4478,8971,0.8247
4478,9116,0.9762
4478,9874,0.365
4479,0,16.1237
4479,786,0.6545
4479,2385,0.5962
4479,2584,0.7145
4479,4275,0.6453
4479,4292,0.6945
4479,4479,0.0
4479,4492,0.6464
4479,6868,0.1723
4479,8374,0.4728
4479,8818,0.6348
4479,9026,0.8795
4480,0,21.654
4480,175,1.2274
4480,2115,0.6608
4480,2483,1.2184
4480,2594,1.2731
4480,4480,0.0
4480,5010,0.7715
4480,5209,1.3564
4480,5710,0.5047
4480,5824,0.8526
4480,7958,0.7751
4480,7972,0.8967
4481,0,12.3186
4481,341,0.2433
4481,1025,0.3078
4481,1620,0.7077
4481,2468,0.6354
4481,3284,0.4335
4481,3344,0.2497
4481,3547,0.9859
4481,3643,0.4355
4481,4481,0.0
4481,4760,0.9111
4481,5609,0.9739
4482,0,23.3222
4482,255,0.2446
4482,2452,0.3001
4482,2814,0.9898
4482,3004,1.2348
4482,3200,0.4897
4482,3293,1.0374
4482,4159,0.825
4482,4482,0.0
4482,6389,0.7974
4482,6678,0.8574
4482,9051,0.6654
4483,0,13.232
4483,326,1.0698
4483,1453,0.6894
4483,2863,0.9796
4483,4483,0.0
4483,4555,0.4646
4483,5496,0.6479
4483,5702,0.411
4483,6449,1.2543
4483,7522,0.6716
4483,8964,0.899
4483,9047,0.2188
4484,0,20.0049
4484,124,1.1897
4484,4364,1.119
4484,4472,0.7507
4484,4484,0.0
4484,6374,0.8321
4484,7458,1.1127
4484,7866,1.1862
4484,8354,1.0273
4484,8879,0.6597
4484,9787,0.0931
4484,9801,0.6799
4485,0,24.5967
4485,1403,0.9694
4485,2916,0.9811
4485,3032,1.0284
4485,3044,1.1904
4485,4190,1.1124
4485,4485,0.0
4485,4526,0.5875
4485,4959,1.048
4485,8108,0.6962
4485,9734,0.7348
4485,9821,0.769
4486,0,29.8216
4486,1073,0.5807
4486,2241,0.9639
4486,2977,0.9572
4486,3412,0.2406
4486,3503,0.9519
4486,4486,0.0
4486,5133,0.8644
4486,5858,0.9554
4486,6613,0.8581
4486,8212,0.9997
4486,9278,0.3055
4487,0,25.7372
4487,1162,1.3154
4487,2453,1.1398
4487,3757,1.186
4487,4487,0.0
4487,4690,1.0078
4487,4774,1.1681
4487,5469,0.3303
4487,7537,0.867
4487,7776,0.922
4487,7820,0.9956
4487,8779,1.2845
4488,0,28.5585
4488,76,0.7146
4488,774,1.1633
4488,1817,0.9853
4488,4054,0.7654
4488,4488,0.0
4488,5153,1.3236
4488,5795,0.9947
4488,6878,1.2388
4488,8249,1.1781
4488,8416,0.5272
4488,8527,1.045
4489,0,12.8824
4489,797,1.1371
4489,1894,0.7596
4489,2031,0.5846
4489,3426,1.0119
4489,3977,0.96
4489,4489,0.0
4489,6570,0.2372
4489,6995,1.2276
4489,8446,0.0879
4489,8858,1.0118
4489,9759,1.0653
4490,0,28.668
4490,329,0.9062
4490,617,1.0749
4490,929,0.2718
4490,988,0.9848
4490,1778,0.801
4490,2450,0.7151
4490,3863,0.9095
4490,4490,0.0
4490,7699,1.1051
4490,8041,0.8019
4490,8311,0.8812
4491,0,29.7747
4491,176,0.949
4491,1293,0.9388
4491,2639,0.5063
4491,3839,0.8859
4491,4491,0.0
4491,5285,1.009
4491,5410,0.4877
4491,6627,0.7347
4491,7401,0.4898
4491,8887,0.697
4491,9558,0.1555
4492,0,15.4776
4492,786,1.0688
4492,2584,1.2406
4492,3566,0.6297
4492,4292,0.1431
4492,4479,0.6464
4492,4492,0.0
4492,6868,0.7715
4492,7819,0.6036
4492,8374,1.1139
4492,8818,0.7041
